;organisation_supplier;Proces_Instantie_Codes;projects;Meetobject_Code;locationgeography.srid;Geografie_Notatie;locationgeography.coordinates;Ecotoop_Codes;collectiondate;externalreference;measurementsetnumber;measurementpackage;measurementpurpose;analysiscontext_samplingcontext;compartment;measurementdate;Meting_Correlatie;quantity;taxontype;parameter;Parameter_Kenmerken;Notitie_Code;limitsymbol;measuredvalue;measuredunit;calculatedvalue;samplingdevices;calculatedunit;status
274;ORG=RWS,SUP=RWS;CHK=FKO,ANA=GM,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.15744 51.68286);;	05-09-2006 00:00;2006300777;97;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A001;OW;	05-09-2006 14:00:00;;AANTFTE;DIATM;Nitzschia inconspicua;LV=LV-CEL;;;36;n;18.0;;%;65
275;ORG=RWS,SUP=RWS;CHK=FKO,ANA=GM,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.15744 51.68286);;	05-09-2006 00:00;2006300777;97;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A001;OW;	05-09-2006 14:00:00;;AANTFTE;DIATM;Rhoicosphenia abbreviata;LV=LV-CEL;;;55;n;27.5;;%;65
276;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Amphora copulata;LV=LV-CEL;;;2;n;0.5;;%;65
277;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Amphora pediculus;LV=LV-CEL;;;49;n;11.3;;%;65
278;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Bacillariophyceae;LV=LV-CEL;;;8;n;1.8;;%;65
279;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Cocconeis neothumensis;LV=LV-CEL;;;4;n;0.9;;%;65
280;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Cyclotella meneghiniana;LV=LV-CEL;;;1;n;0.2;;%;65
281;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Cymbella helvetica [1];LV=LV-CEL;;;4;n;0.9;;%;65
282;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Diatoma vulgaris;LV=LV-CEL;;;1;n;0.2;;%;65
283;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Eolimna minima;LV=LV-CEL;;;36;n;8.3;;%;65
284;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Eolimna subminuscula;LV=LV-CEL;;;2;n;0.5;;%;65
285;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Fragilariophyceae;LV=LV-CEL;;;43;n;9.9;;%;65
286;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Gomphonema parvulum;LV=LV-CEL;;;3;n;0.7;;%;65
287;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Hippodonta lueneburgensis;LV=LV-CEL;;;3;n;0.7;;%;65
288;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Melosira varians;LV=LV-CEL;;;3;n;0.7;;%;65
289;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Navicula cryptotenella;LV=LV-CEL;;;7;n;1.6;;%;65
290;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Navicula gregaria;LV=LV-CEL;;;6;n;1.4;;%;65
291;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Navicula reichardtiana;LV=LV-CEL;;;6;n;1.4;;%;65
292;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Navicula tripunctata;LV=LV-CEL;;;7;n;1.6;;%;65
293;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Nitzschia;LV=LV-CEL;;;10;n;2.3;;%;65
294;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Nitzschia dissipata;LV=LV-CEL;;;20;n;4.6;;%;65
295;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Nitzschia frustulum;LV=LV-CEL;;;130;n;30.0;;%;65
296;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Nitzschia microcephala;LV=LV-CEL;;;55;n;12.7;;%;65
297;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Opephora;LV=LV-CEL;;;2;n;0.5;;%;65
298;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Planothidium delicatulum;LV=LV-CEL;;;3;n;0.7;;%;65
299;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Planothidium frequentissimum;LV=LV-CEL;;;4;n;0.9;;%;65
300;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Pseudostaurosira brevistriata;LV=LV-CEL;;;5;n;1.2;;%;65
301;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Skeletonema;LV=LV-CEL;;;15;n;3.5;;%;65
302;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Staurosira;LV=LV-CEL;;;3;n;0.7;;%;65
303;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	08-05-2007 00:00;2007300178;117;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 12:30:00;;AANTFTE;DIATM;Surirella brebissonii var. kuetzingii;LV=LV-CEL;;;1;n;0.2;;%;65
304;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Amphora copulata;LV=LV-CEL;;;11;n;2.7;;%;65
305;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Amphora inariensis [1];LV=LV-CEL;;;2;n;0.5;;%;65
306;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Amphora pediculus;LV=LV-CEL;;;31;n;7.6;;%;65
307;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Bacillariophyceae;LV=LV-CEL;;;8;n;2.0;;%;65
308;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Cocconeis pediculus;LV=LV-CEL;;;3;n;0.7;;%;65
309;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Cocconeis placentula;LV=LV-CEL;;;7;n;1.7;;%;65
310;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Cyclotella atomus;LV=LV-CEL;;;3;n;0.7;;%;65
311;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Cymbella helvetica [1];LV=LV-CEL;;;3;n;0.7;;%;65
312;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Diatoma moniliformis;LV=LV-CEL;;;1;n;0.2;;%;65
313;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Diatoma vulgaris;LV=LV-CEL;;;9;n;2.2;;%;65
314;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Fragilaria tabulata;LV=LV-CEL;;;4;n;1.0;;%;65
315;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Fragilariophyceae;LV=LV-CEL;;;8;n;2.0;;%;65
316;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Gomphonema minutum;LV=LV-CEL;;;3;n;0.7;;%;65
317;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Gomphonema olivaceum var. olivaceum;LV=LV-CEL;;;2;n;0.5;;%;65
318;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Gomphonema parvulum;LV=LV-CEL;;;8;n;2.0;;%;65
319;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Gomphonema pumilum;LV=LV-CEL;;;1;n;0.2;;%;65
320;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Gomphonema truncatum [1];LV=LV-CEL;;;3;n;0.7;;%;65
321;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Melosira varians;LV=LV-CEL;;;1;n;0.2;;%;65
322;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Navicula cryptotenella;LV=LV-CEL;;;24;n;5.9;;%;65
323;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Navicula gregaria;LV=LV-CEL;;;2;n;0.5;;%;65
324;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Navicula lanceolata [1];LV=LV-CEL;;;2;n;0.5;;%;65
325;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Navicula tripunctata;LV=LV-CEL;;;14;n;3.4;;%;65
326;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Nitzschia;LV=LV-CEL;;;23;n;5.7;;%;65
327;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Nitzschia bulnheimiana;LV=LV-CEL;;;2;n;0.5;;%;65
328;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Nitzschia dissipata;LV=LV-CEL;;;19;n;4.7;;%;65
329;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Nitzschia frustulum;LV=LV-CEL;;;21;n;5.2;;%;65
330;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Nitzschia liebetruthii;LV=LV-CEL;;;2;n;0.5;;%;65
331;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Nitzschia microcephala;LV=LV-CEL;;;14;n;3.4;;%;65
332;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Nitzschia paleacea;LV=LV-CEL;;;4;n;1.0;;%;65
333;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Nitzschia sociabilis;LV=LV-CEL;;;1;n;0.2;;%;65
334;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Opephora mutabilis;LV=LV-CEL;;;2;n;0.5;;%;65
335;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Planothidium rostratum;LV=LV-CEL;;;2;n;0.5;;%;65
336;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Rhoicosphenia abbreviata;LV=LV-CEL;;;140;n;34.4;;%;65
337;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Staurosira;LV=LV-CEL;;;17;n;4.2;;%;65
338;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	VLKRK_0009;EPSG:4258;WKT;POINT(4.54782 51.68631);;	08-05-2007 00:00;2007300169;135;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	08-05-2007 13:00:00;;AANTFTE;DIATM;Surirella brebissonii var. kuetzingii;LV=LV-CEL;;;10;n;2.5;;%;65
